TilausID,Tilauspäivä,AsiakasID,TuoteID,Tuote,Tuoteryhmä,Määrä,Yksikköhinta,Alennus_prosentti,Myynti,Kustannus,Kate,Kaupunki,Myyntikanava,Maksutapa
T01349,2025-10-19,A0325,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Turku,Verkkokauppa,Kortti
T01350,2025-04-17,A0211,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,5,66.41,35.00,31.41,Espoo,Sähköposti,Kortti
T01351,2026-03-31,A0149,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Jyväskylä,Google,MobilePay
T01352,2026-04-11,A0241,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Espoo,Sosiaalinen media,PayPal
T01353,2026-02-27,A0380,P015,Laptop-suojatasku,Asusteet,2,34.90,5,66.31,28.00,38.31,Jyväskylä,Verkkokauppa,Verkkopankki
T01354,2025-08-18,A0136,P009,Termospullo,Koti,1,32.90,10,29.61,13.50,16.11,Turku,Sähköposti,MobilePay
T01355,2025-01-05,A0014,P015,Laptop-suojatasku,Asusteet,3,34.90,0,104.70,42.00,62.70,Vantaa,Sosiaalinen media,Verkkopankki
T01356,2025-12-10,A0124,P003,Älykello,Elektroniikka,3,129.90,20,311.76,216.00,95.76,Vaasa,Sähköposti,MobilePay
T01357,2026-02-07,A0220,P014,Reppu 20L,Asusteet,1,64.90,15,55.17,31.00,24.17,Vantaa,Sähköposti,MobilePay
T01358,2026-02-17,A0119,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Espoo,Google,Kortti
T01359,2026-02-06,A0429,P014,Reppu 20L,Asusteet,2,64.90,15,110.33,62.00,48.33,Vaasa,Google,Verkkopankki
T01360,2025-07-28,A0322,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Seinäjoki,Google,Kortti
T01361,2026-07-11,A0013,P015,Laptop-suojatasku,Asusteet,3,34.90,0,104.70,42.00,62.70,Vantaa,Sähköposti,Verkkopankki
T01362,2025-07-11,A0100,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Vaasa,Google,PayPal
T01363,2025-09-24,A0074,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Helsinki,Verkkokauppa,Kortti
T01364,2026-04-16,A0145,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Turku,Google,Kortti
T01365,2025-03-21,A0107,P008,LED-pöytävalaisin,Koti,2,44.90,15,76.33,40.00,36.33,Jyväskylä,Verkkokauppa,PayPal
T01366,2025-01-23,A0040,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,15,84.92,52.00,32.92,Tampere,Sähköposti,PayPal
T01367,2025-11-18,A0093,P011,Joogamatto,Hyvinvointi,3,39.90,10,107.73,48.00,59.73,Turku,Verkkokauppa,MobilePay
T01368,2025-02-02,A0248,P002,Bluetooth-kaiutin,Elektroniikka,3,69.90,20,167.76,105.00,62.76,Seinäjoki,Verkkokauppa,MobilePay
T01369,2026-06-19,A0311,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Helsinki,Verkkokauppa,MobilePay
T01370,2025-08-10,A0016,P014,Reppu 20L,Asusteet,1,64.90,15,55.17,31.00,24.17,Oulu,Google,MobilePay
T01371,2025-03-27,A0141,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Kuopio,Google,Kortti
T01372,2025-12-23,A0382,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Kuopio,Sähköposti,PayPal
T01373,2025-07-17,A0368,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Turku,Sähköposti,Kortti
T01374,2025-11-16,A0250,P003,Älykello,Elektroniikka,2,129.90,15,220.83,144.00,76.83,Jyväskylä,Sähköposti,PayPal
T01375,2025-10-06,A0197,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Jyväskylä,Google,Verkkopankki
T01376,2026-01-18,A0086,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Helsinki,Sosiaalinen media,PayPal
T01377,2025-10-28,A0272,P010,Kahvimylly,Koti,2,59.90,5,113.81,58.00,55.81,Oulu,Sähköposti,Kortti
T01378,2025-04-28,A0096,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Oulu,Google,Kortti
T01379,2025-08-09,A0161,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Espoo,Verkkokauppa,Verkkopankki
T01380,2025-01-12,A0408,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Oulu,Google,Kortti
T01381,2026-01-30,A0053,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vaasa,Sosiaalinen media,Kortti
T01382,2026-03-08,A0164,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Tampere,Google,Kortti
T01383,2026-05-21,A0062,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Espoo,Sähköposti,MobilePay
T01384,2025-12-01,A0146,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Helsinki,Verkkokauppa,PayPal
T01385,2025-10-19,A0274,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Vaasa,Verkkokauppa,Verkkopankki
T01386,2025-01-17,A0213,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,10,62.91,35.00,27.91,Turku,Sosiaalinen media,Verkkopankki
T01387,2025-12-21,A0253,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Seinäjoki,Verkkokauppa,PayPal
T01388,2025-11-02,A0329,P012,Hierontapallo,Hyvinvointi,4,19.90,0,79.60,26.00,53.60,Espoo,Sosiaalinen media,Kortti
T01389,2025-01-30,A0054,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Oulu,Sähköposti,MobilePay
T01390,2025-06-24,A0189,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,15,59.42,35.00,24.42,Vaasa,Verkkokauppa,Kortti
T01391,2025-09-23,A0156,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Espoo,Sosiaalinen media,Verkkopankki
T01392,2026-01-24,A0299,P005,Kannettavan teline,Työpiste,2,54.90,15,93.33,50.00,43.33,Kuopio,Verkkokauppa,MobilePay
T01393,2025-11-23,A0436,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Jyväskylä,Sähköposti,Kortti
T01394,2026-06-19,A0251,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Turku,Sosiaalinen media,PayPal
T01395,2025-08-20,A0043,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Oulu,Google,MobilePay
T01396,2025-03-21,A0007,P002,Bluetooth-kaiutin,Elektroniikka,3,69.90,0,209.70,105.00,104.70,Tampere,Sähköposti,PayPal
T01397,2025-07-12,A0303,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Vaasa,Sosiaalinen media,Verkkopankki
T01398,2026-04-10,A0067,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Tampere,Sosiaalinen media,PayPal
T01399,2026-04-09,A0205,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Tampere,Verkkokauppa,Verkkopankki
T01400,2026-03-10,A0296,P003,Älykello,Elektroniikka,2,129.90,15,220.83,144.00,76.83,Espoo,Google,PayPal
T01401,2025-04-20,A0236,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Vantaa,Sosiaalinen media,Kortti
T01402,2026-05-03,A0061,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Vaasa,Verkkokauppa,Verkkopankki
T01403,2026-03-18,A0261,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Oulu,Verkkokauppa,PayPal
T01404,2025-10-07,A0375,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Jyväskylä,Google,Verkkopankki
T01405,2025-07-13,A0312,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Kuopio,Sähköposti,Kortti
T01406,2025-02-21,A0059,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Helsinki,Verkkokauppa,Verkkopankki
T01407,2025-09-02,A0318,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Jyväskylä,Sähköposti,PayPal
T01408,2025-04-14,A0138,P004,USB-C-laturi,Elektroniikka,2,29.90,10,53.82,23.00,30.82,Kuopio,Google,MobilePay
T01409,2025-07-28,A0148,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Helsinki,Verkkokauppa,MobilePay
T01410,2026-05-31,A0157,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Tampere,Google,Verkkopankki
T01411,2025-03-13,A0073,P003,Älykello,Elektroniikka,1,129.90,15,110.42,72.00,38.42,Helsinki,Sähköposti,PayPal
T01412,2025-12-09,A0040,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Vantaa,Verkkokauppa,Verkkopankki
T01413,2026-05-01,A0242,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Espoo,Verkkokauppa,Kortti
T01414,2025-10-25,A0387,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Vantaa,Verkkokauppa,Kortti
T01415,2025-11-08,A0377,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Oulu,Sosiaalinen media,PayPal
T01416,2025-09-17,A0155,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Oulu,Sähköposti,Kortti
T01417,2025-10-04,A0076,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Jyväskylä,Google,MobilePay
T01418,2026-01-01,A0357,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Jyväskylä,Sosiaalinen media,MobilePay
T01419,2025-04-02,A0056,P004,USB-C-laturi,Elektroniikka,3,29.90,0,89.70,34.50,55.20,Turku,Sähköposti,MobilePay
T01420,2025-09-29,A0201,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Seinäjoki,Sähköposti,Verkkopankki
T01421,2025-11-13,A0176,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Seinäjoki,Verkkokauppa,PayPal
T01422,2026-04-11,A0148,P010,Kahvimylly,Koti,3,59.90,10,161.73,87.00,74.73,Espoo,Verkkokauppa,PayPal
T01423,2025-05-31,A0149,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Seinäjoki,Google,Verkkopankki
T01424,2026-05-14,A0233,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Google,Verkkopankki
T01425,2025-05-07,A0181,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Helsinki,Verkkokauppa,Verkkopankki
T01426,2025-05-22,A0258,P006,Langaton hiiri,Työpiste,2,39.90,10,71.82,34.00,37.82,Vaasa,Google,Kortti
T01427,2025-10-05,A0300,P003,Älykello,Elektroniikka,4,129.90,0,519.60,288.00,231.60,Espoo,Sosiaalinen media,MobilePay
T01428,2025-02-02,A0348,P008,LED-pöytävalaisin,Koti,3,44.90,0,134.70,60.00,74.70,Jyväskylä,Sähköposti,PayPal
T01429,2025-04-11,A0160,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Vantaa,Sähköposti,Verkkopankki
T01430,2025-05-23,A0214,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Vaasa,Google,Verkkopankki
T01431,2025-11-09,A0237,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,15,59.42,35.00,24.42,Vaasa,Google,PayPal
T01432,2026-03-24,A0161,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vaasa,Sosiaalinen media,PayPal
T01433,2025-12-29,A0237,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,15,84.92,52.00,32.92,Helsinki,Verkkokauppa,PayPal
T01434,2025-04-01,A0403,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,15,21.16,8.50,12.66,Tampere,Sosiaalinen media,MobilePay
T01435,2026-07-11,A0387,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Jyväskylä,Google,PayPal
T01436,2025-01-07,A0236,P008,LED-pöytävalaisin,Koti,2,44.90,10,80.82,40.00,40.82,Helsinki,Verkkokauppa,Kortti
T01437,2025-10-04,A0305,P014,Reppu 20L,Asusteet,4,64.90,0,259.60,124.00,135.60,Espoo,Sosiaalinen media,PayPal
T01438,2025-12-06,A0346,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Vaasa,Verkkokauppa,MobilePay
T01439,2026-06-13,A0070,P003,Älykello,Elektroniikka,1,129.90,15,110.42,72.00,38.42,Tampere,Google,Verkkopankki
T01440,2025-11-15,A0249,P012,Hierontapallo,Hyvinvointi,4,19.90,0,79.60,26.00,53.60,Seinäjoki,Google,Kortti
T01441,2025-03-10,A0267,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Espoo,Google,MobilePay
T01442,2025-04-17,A0201,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Helsinki,Verkkokauppa,Verkkopankki
T01443,2026-02-19,A0431,P008,LED-pöytävalaisin,Koti,4,44.90,10,161.64,80.00,81.64,Vaasa,Sosiaalinen media,PayPal
T01444,2025-05-07,A0073,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Tampere,Google,MobilePay
T01445,2026-05-03,A0302,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Kuopio,Sosiaalinen media,Verkkopankki
T01446,2026-02-05,A0214,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Jyväskylä,Google,Kortti
T01447,2025-10-18,A0298,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Turku,Verkkokauppa,PayPal
T01448,2025-02-13,A0240,P015,Laptop-suojatasku,Asusteet,3,34.90,15,88.99,42.00,46.99,Kuopio,Sosiaalinen media,Kortti
T01449,2025-06-12,A0108,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Oulu,Sähköposti,Kortti
T01450,2025-06-28,A0289,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Oulu,Sähköposti,MobilePay
T01451,2025-10-13,A0202,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Espoo,Sähköposti,PayPal
T01452,2026-04-29,A0260,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Vaasa,Sosiaalinen media,MobilePay
T01453,2025-11-28,A0317,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Jyväskylä,Verkkokauppa,Kortti
T01454,2025-01-31,A0341,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Espoo,Sähköposti,PayPal
T01455,2025-11-28,A0376,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Tampere,Verkkokauppa,MobilePay
T01456,2026-01-29,A0032,P013,Vastuskuminauhasetti,Hyvinvointi,3,24.90,15,63.49,25.50,37.99,Seinäjoki,Sosiaalinen media,Kortti
T01457,2025-02-08,A0192,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Seinäjoki,Verkkokauppa,MobilePay
T01458,2025-11-25,A0327,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,0,139.80,70.00,69.80,Seinäjoki,Google,MobilePay
T01459,2025-09-16,A0104,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Vantaa,Sähköposti,MobilePay
T01460,2025-03-30,A0050,P010,Kahvimylly,Koti,1,59.90,15,50.91,29.00,21.91,Tampere,Verkkokauppa,MobilePay
T01461,2025-01-06,A0443,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Espoo,Sosiaalinen media,MobilePay
T01462,2026-06-25,A0424,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Kuopio,Sosiaalinen media,Verkkopankki
T01463,2026-07-27,A0219,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Jyväskylä,Verkkokauppa,Kortti
T01464,2025-05-11,A0256,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Tampere,Verkkokauppa,Verkkopankki
T01465,2025-01-24,A0425,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Turku,Sähköposti,Verkkopankki
T01466,2025-03-11,A0039,P014,Reppu 20L,Asusteet,2,64.90,15,110.33,62.00,48.33,Vaasa,Google,Verkkopankki
T01467,2026-02-13,A0057,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Seinäjoki,Sähköposti,Verkkopankki
T01468,2025-01-31,A0172,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Helsinki,Google,MobilePay
T01469,2026-07-15,A0340,P014,Reppu 20L,Asusteet,2,64.90,15,110.33,62.00,48.33,Helsinki,Google,PayPal
T01470,2025-03-16,A0360,P013,Vastuskuminauhasetti,Hyvinvointi,3,24.90,15,63.49,25.50,37.99,Helsinki,Sosiaalinen media,Kortti
T01471,2026-03-03,A0283,P010,Kahvimylly,Koti,2,59.90,15,101.83,58.00,43.83,Kuopio,Google,Verkkopankki
T01472,2025-02-12,A0333,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Oulu,Sähköposti,PayPal
T01473,2025-11-07,A0011,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,20,39.84,17.00,22.84,Helsinki,Verkkokauppa,MobilePay
T01474,2026-07-02,A0378,P010,Kahvimylly,Koti,2,59.90,5,113.81,58.00,55.81,Helsinki,Sähköposti,Kortti
T01475,2026-02-01,A0360,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Jyväskylä,Google,Kortti
T01476,2026-03-25,A0189,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,20,111.84,70.00,41.84,Oulu,Google,Verkkopankki
T01477,2026-03-24,A0302,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Helsinki,Google,PayPal
T01478,2026-07-04,A0448,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Tampere,Verkkokauppa,Kortti
T01479,2025-02-28,A0161,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Oulu,Google,Verkkopankki
T01480,2025-05-13,A0337,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Espoo,Verkkokauppa,Verkkopankki
T01481,2026-07-11,A0183,P004,USB-C-laturi,Elektroniikka,1,29.90,5,28.40,11.50,16.90,Tampere,Sähköposti,Verkkopankki
T01482,2026-01-11,A0126,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Vaasa,Sosiaalinen media,Verkkopankki
T01483,2026-07-09,A0211,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Seinäjoki,Sähköposti,Verkkopankki
T01484,2025-03-22,A0267,P004,USB-C-laturi,Elektroniikka,3,29.90,10,80.73,34.50,46.23,Tampere,Sosiaalinen media,MobilePay
T01485,2025-05-06,A0019,P006,Langaton hiiri,Työpiste,2,39.90,10,71.82,34.00,37.82,Tampere,Sähköposti,PayPal
T01486,2025-04-27,A0143,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Seinäjoki,Sähköposti,Verkkopankki
T01487,2025-03-28,A0254,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,5,85.41,47.00,38.41,Helsinki,Sähköposti,PayPal
T01488,2026-03-31,A0338,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Jyväskylä,Verkkokauppa,Verkkopankki
T01489,2025-02-02,A0312,P009,Termospullo,Koti,2,32.90,15,55.93,27.00,28.93,Oulu,Sosiaalinen media,MobilePay
T01490,2025-01-29,A0444,P006,Langaton hiiri,Työpiste,2,39.90,5,75.81,34.00,41.81,Jyväskylä,Verkkokauppa,Kortti
T01491,2026-07-21,A0148,P007,Mekaaninen näppäimistö,Työpiste,3,99.90,15,254.75,156.00,98.75,Vaasa,Sähköposti,PayPal
T01492,2026-06-16,A0382,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Tampere,Google,Kortti
T01493,2025-10-15,A0128,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Vaasa,Sosiaalinen media,Verkkopankki
T01494,2026-02-09,A0338,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Turku,Verkkokauppa,Kortti
T01495,2025-11-11,A0434,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Vantaa,Sähköposti,PayPal
T01496,2025-01-18,A0184,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Kuopio,Google,PayPal
T01497,2025-03-01,A0313,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Vaasa,Sosiaalinen media,Kortti
T01498,2026-03-28,A0133,P003,Älykello,Elektroniikka,1,129.90,10,116.91,72.00,44.91,Kuopio,Google,MobilePay
T01499,2025-06-28,A0120,P003,Älykello,Elektroniikka,2,129.90,5,246.81,144.00,102.81,Espoo,Verkkokauppa,MobilePay
T01500,2026-06-03,A0284,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Tampere,Verkkokauppa,Verkkopankki
T01501,2025-09-21,A0181,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Vaasa,Verkkokauppa,MobilePay
T01502,2025-12-25,A0262,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Espoo,Google,MobilePay
T01503,2025-11-30,A0213,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Espoo,Sähköposti,Verkkopankki
T01504,2025-05-27,A0172,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Jyväskylä,Sosiaalinen media,PayPal
T01505,2025-10-29,A0149,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Vantaa,Verkkokauppa,Kortti
T01506,2025-08-05,A0380,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Vaasa,Sosiaalinen media,MobilePay
T01507,2026-01-23,A0077,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Jyväskylä,Verkkokauppa,Kortti
T01508,2025-08-18,A0281,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Jyväskylä,Verkkokauppa,Kortti
T01509,2026-04-29,A0138,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Tampere,Sosiaalinen media,MobilePay
T01510,2025-12-03,A0119,P004,USB-C-laturi,Elektroniikka,2,29.90,20,47.84,23.00,24.84,Kuopio,Sosiaalinen media,Kortti
T01511,2025-09-04,A0186,P008,LED-pöytävalaisin,Koti,2,44.90,10,80.82,40.00,40.82,Espoo,Sosiaalinen media,Kortti
T01512,2026-01-06,A0403,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Google,MobilePay
T01513,2026-07-05,A0300,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Vantaa,Sosiaalinen media,Verkkopankki
T01514,2025-12-16,A0259,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Vantaa,Sähköposti,MobilePay
T01515,2025-07-04,A0215,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Turku,Sähköposti,Kortti
T01516,2025-05-10,A0354,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Vantaa,Verkkokauppa,MobilePay
T01517,2026-06-12,A0217,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Oulu,Google,PayPal
T01518,2026-07-25,A0423,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Oulu,Verkkokauppa,Kortti
T01519,2025-03-17,A0210,P012,Hierontapallo,Hyvinvointi,3,19.90,15,50.74,19.50,31.24,Kuopio,Sähköposti,Verkkopankki
T01520,2026-05-04,A0393,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Seinäjoki,Verkkokauppa,MobilePay
T01521,2025-01-08,A0233,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Jyväskylä,Sosiaalinen media,PayPal
T01522,2025-06-30,A0396,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Espoo,Google,Verkkopankki
T01523,2026-05-21,A0269,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Seinäjoki,Sähköposti,Verkkopankki
T01524,2025-11-27,A0074,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Helsinki,Google,PayPal
T01525,2026-06-16,A0051,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Oulu,Sosiaalinen media,MobilePay
T01526,2025-05-02,A0087,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Turku,Sosiaalinen media,Kortti
T01527,2025-08-26,A0283,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Vaasa,Google,Kortti
T01528,2025-02-10,A0004,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Kuopio,Verkkokauppa,Verkkopankki
T01529,2025-07-28,A0375,P005,Kannettavan teline,Työpiste,3,54.90,0,164.70,75.00,89.70,Kuopio,Google,PayPal
T01530,2025-10-30,A0433,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Espoo,Sähköposti,PayPal
T01531,2026-05-21,A0143,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Espoo,Sosiaalinen media,Kortti
T01532,2025-08-16,A0172,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Turku,Sähköposti,Kortti
T01533,2025-11-19,A0362,P015,Laptop-suojatasku,Asusteet,3,34.90,0,104.70,42.00,62.70,Vaasa,Sosiaalinen media,MobilePay
T01534,2026-07-26,A0325,P011,Joogamatto,Hyvinvointi,2,39.90,5,75.81,32.00,43.81,Helsinki,Google,MobilePay
T01535,2026-01-21,A0136,P014,Reppu 20L,Asusteet,3,64.90,5,184.97,93.00,91.97,Kuopio,Google,PayPal
T01536,2025-07-11,A0326,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Espoo,Google,Kortti
T01537,2026-03-21,A0364,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,5,66.41,35.00,31.41,Vantaa,Verkkokauppa,PayPal
